NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11553,33,B9,2,0,2,"1,285","1,320",1950,1,B9,0,12/18/2023
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11555,11,B1,2,0,2,"3,887","2,156",2016,1,B1,0,7/6/2023
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11556,11,B2,2,0,2,"1,529","1,863",2009,1,B2,"20,000",8/15/2023
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11557,14,B1,2,0,2,"1,846","2,100",1999,1,B1,"895,000",12/14/2023
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11557,21,B1,2,0,2,"3,822","2,406",1998,1,B1,0,7/27/2023
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11559,40,B3,2,0,2,"6,000","1,900",1950,1,B3,"1,145,000",4/6/2023
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11559,45,B1,2,0,2,"6,000","3,596",2017,1,B1,0,6/20/2023
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11559,45,B1,2,0,2,"6,000","3,596",2017,1,B1,0,8/7/2023
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11559,100,B2,2,0,2,"4,159","2,162",1995,1,B2,"1,015,000",1/31/2023
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11561,22,B1,2,0,2,"5,175","3,098",2022,1,B1,"1,600,000",2/28/2023
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11561,36,B2,2,0,2,"3,562","2,464",2015,1,B2,"995,000",4/28/2023
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11562,168,B1,2,0,2,"3,610","2,572",2022,1,B1,"1,374,638",1/20/2023
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11562,170,B1,2,0,2,"3,610","2,473",2022,1,B1,"1,350,000",12/5/2023
OZONE PARK,02 TWO FAMILY DWELLINGS,1,11562,175,B1,2,0,2,"3,610","2,572",2022,1,B1,"600,000",4/24/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,8995,112,C0,3,0,3,"2,070","1,196",1920,1,C0,10,6/6/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9000,22,C0,3,0,3,"1,958","1,906",1920,1,C0,0,11/16/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9010,32,C0,3,0,3,"2,375","1,728",1920,1,C0,0,8/25/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9029,19,C0,3,0,3,"2,500","3,060",2010,1,C0,0,2/24/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9033,26,C0,3,0,3,"2,000","2,340",1930,1,C0,0,2/27/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9044,5,C0,3,0,3,"1,750","2,700",2004,1,C0,"850,000",4/21/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9044,7,C0,3,0,3,"2,292","3,040",2004,1,C0,"1,050,000",9/19/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9047,4,C0,3,0,3,"2,000","2,050",1920,1,C0,0,1/20/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9047,5,C0,3,0,3,"2,000","2,050",1920,1,C0,0,2/21/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9047,52,C0,3,0,3,"2,000","2,050",1920,1,C0,"700,000",3/29/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9052,33,C0,3,0,3,"2,000","2,800",1965,1,C0,0,7/9/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9053,64,C0,3,0,3,"2,266","3,637",1989,1,C0,0,5/10/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9065,1,C0,3,0,3,"2,500","2,724",1920,1,C0,0,3/3/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9065,2,C0,3,0,3,"2,500","2,052",2007,1,C0,"1,050,000",6/14/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9066,13,C0,3,0,3,"2,000","2,680",1975,1,C0,0,3/20/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9081,28,C0,3,0,3,"2,500","2,898",1960,1,C0,10,6/14/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9081,41,C0,3,0,3,"1,800","1,880",1970,1,C0,0,2/2/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9082,163,C0,3,0,3,"2,002","1,600",1960,1,C0,0,2/13/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9086,40,C0,3,0,3,"1,858","1,540",1920,1,C0,0,3/9/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9096,40,C0,3,0,3,"2,789","4,596",2007,1,C0,0,7/14/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9099,32,C0,3,0,3,"2,002","2,360",1930,1,C0,0,11/1/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9103,57,C0,3,0,3,"2,765","3,120",1987,1,C0,0,2/15/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9111,5,C0,3,0,3,"5,076","2,875",1987,1,C0,0,5/25/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9114,31,C0,3,0,3,"1,953","2,650",1950,1,C0,0,2/23/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9119,24,C0,3,0,3,"3,300","2,616",1930,1,C0,"1,150,000",11/21/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9120,65,C0,3,0,3,"3,700","2,525",1920,1,C0,0,9/25/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9125,31,C0,3,0,3,"2,000","2,380",1951,1,C0,0,6/6/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9136,234,C0,3,0,3,"2,205","2,877",2004,1,C0,"1,210,000",7/17/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9175,68,C0,3,0,3,"1,902","2,856",2012,1,C0,"1,100,000",8/2/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,9505,2,C0,3,0,3,"2,100","2,226",1920,1,C0,"350,000",9/15/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,11367,21,C0,3,0,3,"3,144","3,030",1970,1,C0,0,8/17/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,11386,1,C0,3,0,3,"5,565","2,496",1965,1,C0,"1,190,000",9/6/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,11390,26,C0,3,0,3,"2,994","3,467",1965,1,C0,"1,100,000",9/21/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,11531,8,C0,3,0,3,"2,383","2,320",1925,1,C0,0,3/29/2023
OZONE PARK,03 THREE FAMILY DWELLINGS,1,11531,8,C0,3,0,3,"2,383","2,320",1925,1,C0,0,5/7/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,9064,1010,R3,1,,1,,,1985,1,R3,"25,000",9/5/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11366,1037,R3,1,,1,,,1987,1,R3,"470,000",7/17/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11366,1040,R3,1,,1,,,1987,1,R3,"510,000",11/17/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11366,1045,R3,1,,1,,,1987,1,R3,"360,000",3/17/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11396,1024,R3,1,,1,,,,1,R3,"495,000",5/24/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11396,1032,R3,1,,1,,,,1,R3,"10,000",6/27/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11396,1034,R3,1,,1,,,,1,R3,"500,000",9/8/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11544,1004,R3,1,,1,,,2003,1,R3,"487,427",7/19/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11544,1006,R3,1,,1,,,2003,1,R3,"540,000",7/13/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11544,1009,R3,1,,1,,,2003,1,R3,500,11/17/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11544,1015,R3,1,,1,,,2003,1,R3,"1,000",9/15/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11544,1032,R3,1,,1,,,2003,1,R3,"520,000",6/2/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11549,1045,R3,1,,1,,,,1,R3,"399,999",2/8/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11549,1059,R3,1,,1,,,,1,R3,0,2/22/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11556,1041,R3,1,,1,,,,1,R3,"310,000",7/28/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11556,1070,R3,1,,1,,,,1,R3,"375,000",10/25/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11556,1071,R3,1,,1,,,,1,R3,"355,000",7/13/2023
OZONE PARK,04 TAX CLASS 1 CONDOS,1A,11556,1072,R3,1,,1,,,,1,R3,"325,000",4/20/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,9019,31,V0,0,0,0,"1,253",0,,1,V0,0,4/15/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,9025,32,V0,0,0,0,"2,154",0,,1,V0,"200,000",1/4/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,9029,34,V0,0,0,0,"2,582",0,,1,V0,"270,000",6/23/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,9075,160,V0,0,0,0,442,0,,1,V0,"805,000",3/31/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,9083,27,V0,0,0,0,16,0,,1,V0,"220,000",11/14/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,9083,28,V0,0,0,0,400,0,,1,V0,"220,000",11/14/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,11353,92,V0,0,0,0,"2,000",0,,1,V0,"625,000",2/8/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,11353,92,V0,0,0,0,"2,000",0,,1,V0,"860,000",12/15/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,11367,36,V0,0,0,0,141,0,,1,V0,0,5/18/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,11374,150,V0,0,0,0,1,0,,1,V0,0,4/7/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,11479,151,V0,0,0,0,"1,900",0,,1,V0,0,3/1/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,11518,43,V0,0,0,0,"1,950",0,,1,V0,"860,000",7/18/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,11535,129,V0,0,0,0,"2,037",0,,1,V0,"550,000",11/28/2023
OZONE PARK,05 TAX CLASS 1 VACANT LAND,1B,11561,122,V0,0,0,0,"1,000",0,,1,V0,"768,000",4/5/2023
OZONE PARK,06 TAX CLASS 1 - OTHER,1,9036,35,G0,0,0,0,"2,500",0,,1,G0,"150,000",6/13/2023
OZONE PARK,06 TAX CLASS 1 - OTHER,1,9064,5,G0,0,0,0,"2,500",0,,1,G0,0,6/8/2023
OZONE PARK,06 TAX CLASS 1 - OTHER,1,9083,29,G0,0,0,0,"2,843",0,,1,G0,"220,000",11/14/2023
OZONE PARK,06 TAX CLASS 1 - OTHER,1,9084,5,G0,0,0,0,"2,500",0,,1,G0,"5,000",12/8/2023
OZONE PARK,06 TAX CLASS 1 - OTHER,1,9126,73,G0,1,0,1,"3,000",0,1931,1,G0,"400,000",12/13/2023
OZONE PARK,06 TAX CLASS 1 - OTHER,1,9136,232,Z0,0,0,0,"2,260",0,,1,Z0,"800,000",9/7/2023
OZONE PARK,07 RENTALS - WALKUP APARTMENTS,2A,9020,27,C3,4,0,4,"2,500","3,150",1931,2,C3,"1,110,000",5/9/2023
OZONE PARK,07 RENTALS - WALKUP APARTMENTS,2A,9044,27,C3,4,0,4,"5,000","6,300",1931,2,C3,0,12/1/2023
OZONE PARK,07 RENTALS - WALKUP APARTMENTS,2A,9064,1,C2,6,0,6,"2,400","3,600",1931,2,C2,"1,345,000",6/15/2023
OZONE PARK,07 RENTALS - WALKUP APARTMENTS,2A,9064,50,C3,4,0,4,"2,900","3,465",1931,2,C3,"975,000",6/30/2023
OZONE PARK,07 RENTALS - WALKUP APARTMENTS,2A,9081,38,C3,4,0,4,"1,811","2,920",1970,2,C3,"990,000",10/2/2023
OZONE PARK,07 RENTALS - WALKUP APARTMENTS,2,9522,29,C7,20,1,21,"5,750","19,600",1931,2,C7,"3,200,000",8/23/2023
OZONE PARK,12 CONDOS - WALKUP APARTMENTS,2,9046,1026,R2,1,,1,,,1927,2,R2,"125,000",6/1/2023
OZONE PARK,12 CONDOS - WALKUP APARTMENTS,2,9046,1040,R2,1,,1,,,1927,2,R2,"188,000",1/25/2023
OZONE PARK,12 CONDOS - WALKUP APARTMENTS,2,9046,1043,R2,1,,1,,,1927,2,R2,"163,254",1/27/2023
OZONE PARK,14 RENTALS - 4-10 UNIT,2A,9066,32,S3,3,1,4,"1,902","3,200",1931,2,S3,0,6/9/2023
OZONE PARK,22 STORE BUILDINGS,4,9048,32,K4,1,1,2,"2,000","3,000",1931,4,K4,"1,800,000",2/6/2023
OZONE PARK,22 STORE BUILDINGS,4,9057,27,K1,0,2,2,"8,297","4,796",2006,4,K1,"2,200,000",12/8/2023
OZONE PARK,22 STORE BUILDINGS,4,9059,58,K1,0,1,1,"2,173","1,783",1950,4,K1,0,7/12/2023
OZONE PARK,22 STORE BUILDINGS,4,9076,1,K2,0,2,2,"4,202","7,560",1925,4,K2,0,11/2/2023
OZONE PARK,22 STORE BUILDINGS,4,9119,33,K4,1,2,3,"2,000","2,840",1925,4,K4,0,11/13/2023
OZONE PARK,22 STORE BUILDINGS,4,9153,8,K1,0,2,2,"2,001","1,400",1931,4,K1,"750,000",8/25/2023
OZONE PARK,22 STORE BUILDINGS,4,9158,4,K4,1,2,3,"1,720","2,400",1931,4,K4,"896,000",7/19/2023
OZONE PARK,22 STORE BUILDINGS,4,9376,15,K2,0,1,1,"3,992","5,820",1930,4,K2,0,12/12/2023
OZONE PARK,27 FACTORIES,4,9105,23,F9,0,1,1,"10,000","4,200",1931,4,F9,"2,400,000",11/30/2023
OZONE PARK,27 FACTORIES,4,9109,25,F9,0,1,1,"3,494","4,094",1998,4,F9,0,10/30/2023
OZONE PARK,27 FACTORIES,4,9121,70,F4,0,1,1,"5,004","8,904",1931,4,F4,"2,975,000",12/6/2023
OZONE PARK,27 FACTORIES,4,9376,14,F4,0,1,1,"8,240","5,225",1900,4,F4,0,12/12/2023
OZONE PARK,29 COMMERCIAL GARAGES,4,9044,16,G2,0,2,2,"8,750","6,732",1958,4,G2,0,7/12/2023
OZONE PARK,29 COMMERCIAL GARAGES,4,9059,63,G2,0,1,1,"1,628",200,,4,G2,0,7/12/2023
OZONE PARK,29 COMMERCIAL GARAGES,4,9107,5,G2,0,1,1,"14,365","9,600",1958,4,G2,0,7/25/2023
OZONE PARK,29 COMMERCIAL GARAGES,4,9402,4,G2,0,3,3,"6,574","8,737",1930,4,G2,0,7/12/2023
OZONE PARK,29 COMMERCIAL GARAGES,4,11350,30,G7,0,0,0,"2,759",0,,4,G7,"1,350,000",8/17/2023
OZONE PARK,29 COMMERCIAL GARAGES,4,11373,38,G7,0,0,0,"12,200",0,,4,G7,0,7/12/2023
OZONE PARK,30 WAREHOUSES,4,9075,45,E1,0,1,1,"5,000","3,200",1989,4,E1,"975,000",11/17/2023
OZONE PARK,30 WAREHOUSES,4,9098,7,E1,0,1,1,"3,247","2,635",1950,4,E1,0,5/23/2023
OZONE PARK,30 WAREHOUSES,4,9504,13,E1,0,1,1,"3,038","3,038",1989,4,E1,"1,350,000",1/13/2023
OZONE PARK,41 TAX CLASS 4 - OTHER,4,9105,18,Z9,0,1,1,"10,000",240,1931,4,Z9,"1,700,000",11/30/2023
OZONE PARK,44 CONDO PARKING,4,11549,1006,RG,,1,1,,,1988,4,RG,"399,999",2/8/2023
OZONE PARK,44 CONDO PARKING,4,11556,1028,RG,,1,1,,,1989,4,RG,"375,000",10/25/2023
OZONE PARK,44 CONDO PARKING,4,11556,1032,RG,,1,1,,,,4,RG,"355,000",7/13/2023
OZONE PARK,46 CONDO STORE BUILDINGS,4,9046,1002,RK,,1,1,,,1927,4,RK,"275,000",5/15/2023
OZONE PARK,48 CONDO TERRACES/GARDENS/CABANAS,4,11556,1007,RT,,1,1,,,,4,RT,"325,000",4/20/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7915,25,A1,1,0,1,"4,726","1,248",1950,1,A1,"840,000",7/19/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7920,58,A1,1,0,1,"4,000","1,520",1945,1,A1,"850,000",3/1/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7921,46,A1,1,0,1,"4,000","1,674",1940,1,A1,0,8/25/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7921,60,A2,1,0,1,"4,000","1,251",1945,1,A2,"208,912",11/29/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7922,19,A2,1,0,1,"4,000","1,400",1950,1,A2,"755,000",6/1/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7922,68,A1,1,0,1,"6,000","1,748",1940,1,A1,"948,000",4/12/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7934,18,A2,1,0,1,"6,000","1,254",1930,1,A2,"895,000",5/23/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7935,68,A2,1,0,1,"6,000","1,239",1930,1,A2,"780,000",7/12/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7940,3,A1,1,0,1,"4,185","1,563",1925,1,A1,"825,000",2/8/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7940,51,A1,1,0,1,"3,000","1,701",1925,1,A1,"835,000",4/19/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7941,14,A1,1,0,1,"3,325","1,268",1925,1,A1,0,4/7/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7949,30,A1,1,0,1,"3,030","1,514",1925,1,A1,"758,000",2/10/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7950,89,A0,1,0,1,"3,860","1,290",1950,1,A0,0,5/15/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7952,47,A2,1,0,1,"4,000",708,1945,1,A2,"1,375,000",5/1/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7954,3,A2,1,0,1,"3,000","1,176",1945,1,A2,0,3/2/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7955,319,A0,1,0,1,"4,000",720,1940,1,A0,0,4/19/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7956,24,A1,1,0,1,"5,270","1,730",1925,1,A1,"916,000",12/11/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7956,106,A1,1,0,1,"2,250","1,556",1925,1,A1,"664,494",6/15/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7971,47,A1,1,0,1,"3,000","1,600",1930,1,A1,"780,000",9/13/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,7974,89,A1,1,0,1,"3,000","1,460",1935,1,A1,"718,000",11/1/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10601,37,S1,1,1,2,"1,680","2,496",1931,1,S1,"775,000",2/21/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10603,50,A1,1,0,1,"3,200","1,650",1920,1,A1,"550,000",2/24/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10603,52,A1,1,0,1,"3,200","1,650",1920,1,A1,"735,000",3/1/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10603,53,A1,1,0,1,"3,200","1,650",1920,1,A1,0,5/11/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10603,61,A1,1,0,1,"3,200","1,650",1920,1,A1,"770,000",4/4/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10604,38,A1,1,0,1,"3,520","1,606",1930,1,A1,0,7/5/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10605,40,A1,1,0,1,"3,870","1,320",1930,1,A1,0,4/13/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10606,293,A1,1,0,1,"3,264","1,501",1920,1,A1,"583,000",5/9/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10607,16,A1,1,0,1,"3,264","1,460",1930,1,A1,0,11/13/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10612,14,A1,1,0,1,"3,000","1,584",1920,1,A1,"730,000",5/1/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10612,28,A1,1,0,1,"2,500","1,720",1920,1,A1,"660,000",10/12/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10612,39,A1,1,0,1,"5,000","1,250",1930,1,A1,"575,000",10/19/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10613,23,A1,1,0,1,"2,900","1,548",1920,1,A1,0,7/12/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10614,18,A1,1,0,1,"2,700","1,184",1920,1,A1,"168,436",5/4/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10615,32,A1,1,0,1,"2,750","1,152",1920,1,A1,"700,000",5/30/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10615,37,A1,1,0,1,"2,750","1,152",1920,1,A1,0,10/16/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10615,43,A1,1,0,1,"2,750","1,152",1920,1,A1,"525,000",10/13/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10616,18,A1,1,0,1,"2,424","1,216",1920,1,A1,"725,000",8/8/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10616,50,A1,1,0,1,"3,390","1,608",1920,1,A1,0,11/24/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10616,68,A1,1,0,1,"2,350","1,216",1920,1,A1,0,11/2/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10616,68,A1,1,0,1,"2,350","1,216",1920,1,A1,"668,000",5/30/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10617,20,A1,1,0,1,"3,060","1,280",1920,1,A1,0,6/30/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10617,23,A1,1,0,1,"3,060","1,280",1920,1,A1,0,9/29/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10618,22,A1,1,0,1,"3,060","1,560",1920,1,A1,"800,000",11/16/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10618,49,A1,1,0,1,"3,060","1,280",1920,1,A1,0,1/5/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10618,52,A1,1,0,1,"3,060","1,560",1920,1,A1,0,9/30/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10619,3,A1,1,0,1,"3,150","1,560",1930,1,A1,"705,000",6/27/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10619,10,A1,1,0,1,"3,150","1,700",1930,1,A1,"830,000",11/21/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10619,12,A1,1,0,1,"3,150","1,280",1930,1,A1,"580,000",2/14/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10620,3,A1,1,0,1,"4,000","1,792",1930,1,A1,0,4/20/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10625,16,A1,1,0,1,"2,500","1,120",1925,1,A1,10,7/25/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10625,37,A1,1,0,1,"2,500","1,120",1925,1,A1,0,11/22/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10625,45,A1,1,0,1,"2,500","1,120",1925,1,A1,0,4/8/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10631,37,A1,1,0,1,"2,500","1,592",1920,1,A1,0,5/31/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10632,50,A5,1,0,1,"2,000","1,296",1930,1,A5,0,1/25/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10633,39,A1,1,0,1,"3,100","1,663",1920,1,A1,0,5/9/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10634,44,A1,1,0,1,"3,200","1,661",1930,1,A1,0,3/8/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10638,2,A1,1,0,1,"2,700",992,1920,1,A1,"580,000",9/11/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10639,1,A1,1,0,1,"2,800","1,136",1920,1,A1,"660,000",8/4/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10639,10,A1,1,0,1,"2,900","1,136",1920,1,A1,"495,000",2/2/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10643,23,A1,1,0,1,"4,000","1,404",1925,1,A1,0,5/10/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10644,37,A1,1,0,1,"2,848","1,689",1930,1,A1,"735,000",4/27/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10645,57,A1,1,0,1,"3,325","1,365",1925,1,A1,"665,100",6/23/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10646,11,A1,1,0,1,"2,340","1,334",1925,1,A1,"619,000",8/10/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10647,112,A1,1,0,1,"2,700","1,393",1920,1,A1,"775,000",5/16/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10649,21,A1,1,0,1,"3,400","1,120",1930,1,A1,0,6/13/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10652,7,A1,1,0,1,"3,100","1,720",1930,1,A1,"645,000",5/19/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10653,64,A1,1,0,1,"2,970","1,120",1935,1,A1,"780,000",4/5/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10653,76,A1,1,0,1,"2,880","1,120",1930,1,A1,0,3/17/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10654,75,A1,1,0,1,"2,619","1,248",1925,1,A1,"740,000",8/11/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10655,10,A1,1,0,1,"2,500","1,278",1920,1,A1,0,2/22/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10656,247,A5,1,0,1,"1,846","1,156",1950,1,A5,"632,000",1/19/2023
QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10657,27,A5,1,0,1,"2,100","1,290",1940,1,A5,"500,000",4/24/2023
